FIPS,ID,area_name,Unemployment_Rate
12013,200412013,"Calhoun County, FL",4.9
12015,200412015,"Charlotte County, FL",5.5
12017,200412017,"Citrus County, FL",5.6
12019,200412019,"Clay County, FL",4.3
12021,200412021,"Collier County, FL",4.3
12023,200412023,"Columbia County, FL",4.4
12027,200412027,"DeSoto County, FL",5.9
12029,200412029,"Dixie County, FL",5.3
12031,200412031,"Duval County, FL",5.1
12033,200412033,"Escambia County, FL",4.9
12035,200412035,"Flagler County, FL",5.3
12037,200412037,"Franklin County, FL",3.7
12039,200412039,"Gadsden County, FL",4.8
12041,200412041,"Gilchrist County, FL",4
12043,200412043,"Glades County, FL",5.6
12045,200412045,"Gulf County, FL",4
12047,200412047,"Hamilton County, FL",4.9
12049,200412049,"Hardee County, FL",6.3
12051,200412051,"Hendry County, FL",8.6
12053,200412053,"Hernando County, FL",5.8
12055,200412055,"Highlands County, FL",5.4
12057,200412057,"Hillsborough County, FL",4.5
12059,200412059,"Holmes County, FL",4.6
12061,200412061,"Indian River County, FL",7
12063,200412063,"Jackson County, FL",4.1
12065,200412065,"Jefferson County, FL",3.8
12067,200412067,"Lafayette County, FL",3.4
12069,200412069,"Lake County, FL",4.6
12071,200412071,"Lee County, FL",4.2
12073,200412073,"Leon County, FL",3.8
12075,200412075,"Levy County, FL",4.8
12077,200412077,"Liberty County, FL",3.6
12079,200412079,"Madison County, FL",5.4
12081,200412081,"Manatee County, FL",4.3
12083,200412083,"Marion County, FL",4.8
12085,200412085,"Martin County, FL",5.2
12086,200412086,"Miami-Dade County, FL",3.9
12087,200412087,"Monroe County, FL",3.2
12089,200412089,"Nassau County, FL",4.2
12091,200412091,"Okaloosa County, FL",3.4
12093,200412093,"Okeechobee County, FL",6.4
12095,200412095,"Orange County, FL",4.6
12097,200412097,"Osceola County, FL",4.9
12099,200412099,"Palm Beach County, FL",5.3
12101,200412101,"Pasco County, FL",5.2
12103,200412103,"Pinellas County, FL",4.6
12105,200412105,"Polk County, FL",5.1
12107,200412107,"Putnam County, FL",5.5
12109,200412109,"St. Johns County, FL",3.8
12111,200412111,"St. Lucie County, FL",6.5
12113,200412113,"Santa Rosa County, FL",4.5
12115,200412115,"Sarasota County, FL",4.2
12117,200412117,"Seminole County, FL",4.4
12119,200412119,"Sumter County, FL",4.7
12121,200412121,"Suwannee County, FL",4.4
12123,200412123,"Taylor County, FL",5.5
12125,200412125,"Union County, FL",3.7
12127,200412127,"Volusia County, FL",4.7
12129,200412129,"Wakulla County, FL",3.6
12131,200412131,"Walton County, FL",3.6
12133,200412133,"Washington County, FL",4.7
13000,200413000,Georgia,4.8
13001,200413001,"Appling County, GA",6.3
13003,200413003,"Atkinson County, GA",7.8
13005,200413005,"Bacon County, GA",5.3
13007,200413007,"Baker County, GA",4.4
13009,200413009,"Baldwin County, GA",4.8
13011,200413011,"Banks County, GA",3.6
13013,200413013,"Barrow County, GA",4.5
13015,200413015,"Bartow County, GA",5.3
13017,200413017,"Ben Hill County, GA",4.8
13019,200413019,"Berrien County, GA",3.7
13021,200413021,"Bibb County, GA",5.1
13023,200413023,"Bleckley County, GA",5.9
13025,200413025,"Brantley County, GA",5
13027,200413027,"Brooks County, GA",3.5
13029,200413029,"Bryan County, GA",3.6
13031,200413031,"Bulloch County, GA",4.5
13033,200413033,"Burke County, GA",6.8
13035,200413035,"Butts County, GA",5.6
13037,200413037,"Calhoun County, GA",5.9
13039,200413039,"Camden County, GA",4.5
13043,200413043,"Candler County, GA",4.6
13045,200413045,"Carroll County, GA",5
13047,200413047,"Catoosa County, GA",3.5
13049,200413049,"Charlton County, GA",5
13051,200413051,"Chatham County, GA",4.3
13053,200413053,"Chattahoochee County, GA",9
13055,200413055,"Chattooga County, GA",5
13057,200413057,"Cherokee County, GA",3.9
13059,200413059,"Clarke County, GA",4.1
13061,200413061,"Clay County, GA",5.3
13063,200413063,"Clayton County, GA",5.9
13065,200413065,"Clinch County, GA",5.9
13067,200413067,"Cobb County, GA",4.4
13069,200413069,"Coffee County, GA",6.1
13071,200413071,"Colquitt County, GA",4.8
13073,200413073,"Columbia County, GA",3.8
13075,200413075,"Cook County, GA",5.3
13077,200413077,"Coweta County, GA",4.1
13079,200413079,"Crawford County, GA",4.8
13081,200413081,"Crisp County, GA",5.4
13083,200413083,"Dade County, GA",4.1
13085,200413085,"Dawson County, GA",4
13087,200413087,"Decatur County, GA",6.7
13089,200413089,"DeKalb County, GA",5.5
13091,200413091,"Dodge County, GA",5
13093,200413093,"Dooly County, GA",6
13095,200413095,"Dougherty County, GA",6
13097,200413097,"Douglas County, GA",4.8
13099,200413099,"Early County, GA",5
13101,200413101,"Echols County, GA",3.1
13103,200413103,"Effingham County, GA",3.8
13105,200413105,"Elbert County, GA",5.6
13107,200413107,"Emanuel County, GA",5.2
13109,200413109,"Evans County, GA",4.1
13111,200413111,"Fannin County, GA",5
13113,200413113,"Fayette County, GA",3.7
13115,200413115,"Floyd County, GA",4.7
13117,200413117,"Forsyth County, GA",3.5
13119,200413119,"Franklin County, GA",5.1
13121,200413121,"Fulton County, GA",5.2
13123,200413123,"Gilmer County, GA",4.2
13125,200413125,"Glascock County, GA",4.9
13127,200413127,"Glynn County, GA",4.1
13129,200413129,"Gordon County, GA",4.5
13131,200413131,"Grady County, GA",4.5
13133,200413133,"Greene County, GA",6.1
13135,200413135,"Gwinnett County, GA",4.2
13137,200413137,"Habersham County, GA",3.8
13139,200413139,"Hall County, GA",4
13141,200413141,"Hancock County, GA",6.7
13143,200413143,"Haralson County, GA",5.1
13145,200413145,"Harris County, GA",4.1
13147,200413147,"Hart County, GA",5.1
13149,200413149,"Heard County, GA",5.4
13151,200413151,"Henry County, GA",4.4
13153,200413153,"Houston County, GA",4
13155,200413155,"Irwin County, GA",4.8
13157,200413157,"Jackson County, GA",4.3
13159,200413159,"Jasper County, GA",5
13161,200413161,"Jeff Davis County, GA",7.1
13163,200413163,"Jefferson County, GA",7.9
13165,200413165,"Jenkins County, GA",6.2
13167,200413167,"Johnson County, GA",5.5
13169,200413169,"Jones County, GA",4.3
13171,200413171,"Lamar County, GA",5.6
13173,200413173,"Lanier County, GA",3.6
13175,200413175,"Laurens County, GA",5.5
13177,200413177,"Lee County, GA",3.5
13179,200413179,"Liberty County, GA",5.5
13181,200413181,"Lincoln County, GA",6.3
13183,200413183,"Long County, GA",4
13185,200413185,"Lowndes County, GA",3.5
13187,200413187,"Lumpkin County, GA",4.2
13189,200413189,"McDuffie County, GA",5.8
13191,200413191,"McIntosh County, GA",4.6
13193,200413193,"Macon County, GA",8
13195,200413195,"Madison County, GA",4.1
13197,200413197,"Marion County, GA",5.5
13199,200413199,"Meriwether County, GA",6.6
13201,200413201,"Miller County, GA",4.2
13205,200413205,"Mitchell County, GA",5.8
13207,200413207,"Monroe County, GA",4.3
13209,200413209,"Montgomery County, GA",5.5
13211,200413211,"Morgan County, GA",4.2
13213,200413213,"Murray County, GA",4
13215,200413215,"Muscogee County, GA",5.6
13217,200413217,"Newton County, GA",5.2
13219,200413219,"Oconee County, GA",3.1
13221,200413221,"Oglethorpe County, GA",4.1
13223,200413223,"Paulding County, GA",4.3
13225,200413225,"Peach County, GA",6.5
13227,200413227,"Pickens County, GA",4
13229,200413229,"Pierce County, GA",4.3
13231,200413231,"Pike County, GA",4.9
13233,200413233,"Polk County, GA",4.9
13235,200413235,"Pulaski County, GA",4.5
13237,200413237,"Putnam County, GA",4.4
13239,200413239,"Quitman County, GA",6.3
13241,200413241,"Rabun County, GA",3.7
13243,200413243,"Randolph County, GA",7.2
13245,200413245,"Richmond County, GA",5.9
13247,200413247,"Rockdale County, GA",5
13249,200413249,"Schley County, GA",5.9
13251,200413251,"Screven County, GA",5.2
13253,200413253,"Seminole County, GA",5.6
13255,200413255,"Spalding County, GA",6.1
13257,200413257,"Stephens County, GA",6.2
13259,200413259,"Stewart County, GA",10.6
13261,200413261,"Sumter County, GA",5.8
13263,200413263,"Talbot County, GA",6.2
13265,200413265,"Taliaferro County, GA",6.4
13267,200413267,"Tattnall County, GA",5.4
13269,200413269,"Taylor County, GA",6.7
13271,200413271,"Telfair County, GA",7.5
13273,200413273,"Terrell County, GA",5.8
13275,200413275,"Thomas County, GA",4.5
13277,200413277,"Tift County, GA",4.5
13279,200413279,"Toombs County, GA",5.9
13281,200413281,"Towns County, GA",3.6
13283,200413283,"Treutlen County, GA",6.2
13285,200413285,"Troup County, GA",5.7
13287,200413287,"Turner County, GA",5.4
13289,200413289,"Twiggs County, GA",5.4
13291,200413291,"Union County, GA",4.1
13293,200413293,"Upson County, GA",6
13295,200413295,"Walker County, GA",4.3
13297,200413297,"Walton County, GA",4.5
13299,200413299,"Ware County, GA",5.3
13301,200413301,"Warren County, GA",7
13303,200413303,"Washington County, GA",5.5
13305,200413305,"Wayne County, GA",5.7
13307,200413307,"Webster County, GA",7.2
13309,200413309,"Wheeler County, GA",6
13311,200413311,"White County, GA",4.1
13313,200413313,"Whitfield County, GA",4.2
13315,200413315,"Wilcox County, GA",5.6
13317,200413317,"Wilkes County, GA",7.4
13319,200413319,"Wilkinson County, GA",5.1
13321,200413321,"Worth County, GA",5.1
15000,200415000,Hawaii,3.4
15001,200415001,"Hawaii County, HI",4.1
15003,200415003,"Honolulu County/city, HI",3.3
15007,200415007,"Kauai County, HI",3.5
15009,200415009,"Maui County, HI",3.2
16000,200416000,Idaho,4.9
16001,200416001,"Ada County, ID",4.1
16003,200416003,"Adams County, ID",11.9
16005,200416005,"Bannock County, ID",4.7
16007,200416007,"Bear Lake County, ID",4.8
16009,200416009,"Benewah County, ID",9
16011,200416011,"Bingham County, ID",4.5
16013,200416013,"Blaine County, ID",3.6
16015,200416015,"Boise County, ID",5.1
16017,200416017,"Bonner County, ID",6.1
16019,200416019,"Bonneville County, ID",3.5
16021,200416021,"Boundary County, ID",7.2
16023,200416023,"Butte County, ID",6.6
16025,200416025,"Camas County, ID",4.5
16027,200416027,"Canyon County, ID",5.7
16029,200416029,"Caribou County, ID",6.9
16031,200416031,"Cassia County, ID",6
16033,200416033,"Clark County, ID",7.4
16035,200416035,"Clearwater County, ID",10.3
16037,200416037,"Custer County, ID",5.9
16039,200416039,"Elmore County, ID",5.4
16041,200416041,"Franklin County, ID",4
16043,200416043,"Fremont County, ID",4.6
16045,200416045,"Gem County, ID",5.6
16047,200416047,"Gooding County, ID",4
16049,200416049,"Idaho County, ID",7.9
16051,200416051,"Jefferson County, ID",3.9
16053,200416053,"Jerome County, ID",4.5
16055,200416055,"Kootenai County, ID",5.8
16057,200416057,"Latah County, ID",3.9
16059,200416059,"Lemhi County, ID",7.1
16061,200416061,"Lewis County, ID",3.9
16063,200416063,"Lincoln County, ID",5.6
16065,200416065,"Madison County, ID",3.1
16067,200416067,"Minidoka County, ID",7.9
16069,200416069,"Nez Perce County, ID",4.9
16071,200416071,"Oneida County, ID",3.2
16073,200416073,"Owyhee County, ID",2.8
16075,200416075,"Payette County, ID",8.3
16077,200416077,"Power County, ID",6.3
16079,200416079,"Shoshone County, ID",9.8
16081,200416081,"Teton County, ID",3.1
16083,200416083,"Twin Falls County, ID",4.4
16085,200416085,"Valley County, ID",6.9
16087,200416087,"Washington County, ID",6.8
17000,200417000,Illinois,6.2
17001,200417001,"Adams County, IL",4.5
17003,200417003,"Alexander County, IL",9.1
17005,200417005,"Bond County, IL",6
17007,200417007,"Boone County, IL",7.3
17009,200417009,"Brown County, IL",4
17011,200417011,"Bureau County, IL",6
17013,200417013,"Calhoun County, IL",6.7
17015,200417015,"Carroll County, IL",7.1
17017,200417017,"Cass County, IL",5
17019,200417019,"Champaign County, IL",4.4
17021,200417021,"Christian County, IL",6.1
17023,200417023,"Clark County, IL",6.4
17025,200417025,"Clay County, IL",6.6
17027,200417027,"Clinton County, IL",5.1
17029,200417029,"Coles County, IL",5.3
17031,200417031,"Cook County, IL",6.8
17033,200417033,"Crawford County, IL",6
17035,200417035,"Cumberland County, IL",6.5
17037,200417037,"DeKalb County, IL",5.2
17039,200417039,"De Witt County, IL",5.9
17041,200417041,"Douglas County, IL",4.9
17043,200417043,"DuPage County, IL",5.1
17045,200417045,"Edgar County, IL",5.6
17047,200417047,"Edwards County, IL",4.4
17049,200417049,"Effingham County, IL",6.1
17051,200417051,"Fayette County, IL",7.6
17053,200417053,"Ford County, IL",5.1
17055,200417055,"Franklin County, IL",7.8
17057,200417057,"Fulton County, IL",6.6
17059,200417059,"Gallatin County, IL",7.1
17061,200417061,"Greene County, IL",5.9
17063,200417063,"Grundy County, IL",7.8
17065,200417065,"Hamilton County, IL",6
17067,200417067,"Hancock County, IL",6.1
17069,200417069,"Hardin County, IL",8.4
17071,200417071,"Henderson County, IL",6.6
17073,200417073,"Henry County, IL",5.2
17075,200417075,"Iroquois County, IL",5.4
17077,200417077,"Jackson County, IL",5.1
17079,200417079,"Jasper County, IL",6.1
17081,200417081,"Jefferson County, IL",5.8
17083,200417083,"Jersey County, IL",5.6
17085,200417085,"Jo Daviess County, IL",5.1
17087,200417087,"Johnson County, IL",6.8
17089,200417089,"Kane County, IL",5.9
17091,200417091,"Kankakee County, IL",7.3
17093,200417093,"Kendall County, IL",5.4
17095,200417095,"Knox County, IL",7.7
17097,200417097,"Lake County, IL",5.2
17099,200417099,"LaSalle County, IL",7.1
17101,200417101,"Lawrence County, IL",5.8
17103,200417103,"Lee County, IL",5.6
17105,200417105,"Livingston County, IL",5.3
17107,200417107,"Logan County, IL",5.8
17109,200417109,"McDonough County, IL",5
17111,200417111,"McHenry County, IL",5.3
17113,200417113,"McLean County, IL",4.4
17115,200417115,"Macon County, IL",6.8
17117,200417117,"Macoupin County, IL",6.2
17119,200417119,"Madison County, IL",6
17121,200417121,"Marion County, IL",7.9
17123,200417123,"Marshall County, IL",4.9
17125,200417125,"Mason County, IL",7.7
17127,200417127,"Massac County, IL",6
17129,200417129,"Menard County, IL",5
17131,200417131,"Mercer County, IL",6.5
17133,200417133,"Monroe County, IL",4.4
17135,200417135,"Montgomery County, IL",7.9
17137,200417137,"Morgan County, IL",6.1
17139,200417139,"Moultrie County, IL",4.9
17141,200417141,"Ogle County, IL",6.1
17143,200417143,"Peoria County, IL",5.7
17145,200417145,"Perry County, IL",7.2
17147,200417147,"Piatt County, IL",4.5
17149,200417149,"Pike County, IL",5.4
17151,200417151,"Pope County, IL",7.6
17153,200417153,"Pulaski County, IL",8.7
17155,200417155,"Putnam County, IL",6.4
17157,200417157,"Randolph County, IL",5.6
17159,200417159,"Richland County, IL",6.2
17161,200417161,"Rock Island County, IL",5.2
17163,200417163,"St. Clair County, IL",6.8
17165,200417165,"Saline County, IL",6.9
17167,200417167,"Sangamon County, IL",5.1
17169,200417169,"Schuyler County, IL",5.2
17171,200417171,"Scott County, IL",6.6
17173,200417173,"Shelby County, IL",5.9
17175,200417175,"Stark County, IL",6.4
17177,200417177,"Stephenson County, IL",6.6
17179,200417179,"Tazewell County, IL",5.3
17181,200417181,"Union County, IL",7.6
17183,200417183,"Vermilion County, IL",7.9
17185,200417185,"Wabash County, IL",6.6
17187,200417187,"Warren County, IL",5.8
17189,200417189,"Washington County, IL",4.8
17191,200417191,"Wayne County, IL",5.4
17193,200417193,"White County, IL",5
17195,200417195,"Whiteside County, IL",6.2
17197,200417197,"Will County, IL",6.3
17199,200417199,"Williamson County, IL",6.5
17201,200417201,"Winnebago County, IL",7.2
17203,200417203,"Woodford County, IL",4.2
18000,200418000,Indiana,5.4
18001,200418001,"Adams County, IN",4.1
18003,200418003,"Allen County, IN",5.3
18005,200418005,"Bartholomew County, IN",4.5
18007,200418007,"Benton County, IN",5.4
18009,200418009,"Blackford County, IN",7.1
18011,200418011,"Boone County, IN",3.9
18013,200418013,"Brown County, IN",5.4
18015,200418015,"Carroll County, IN",5.8
18017,200418017,"Cass County, IN",6.7
18019,200418019,"Clark County, IN",5.1
18021,200418021,"Clay County, IN",6.6
18023,200418023,"Clinton County, IN",5.7
18025,200418025,"Crawford County, IN",7
18027,200418027,"Daviess County, IN",4
18029,200418029,"Dearborn County, IN",5.4
18031,200418031,"Decatur County, IN",5.4
18033,200418033,"DeKalb County, IN",5.6
18035,200418035,"Delaware County, IN",6.2
18037,200418037,"Dubois County, IN",3.8
18039,200418039,"Elkhart County, IN",4.3
18041,200418041,"Fayette County, IN",8
18043,200418043,"Floyd County, IN",5
18045,200418045,"Fountain County, IN",5.7
18047,200418047,"Franklin County, IN",5.7
18049,200418049,"Fulton County, IN",5.7
18051,200418051,"Gibson County, IN",4.8
18053,200418053,"Grant County, IN",8.6
18055,200418055,"Greene County, IN",6
18057,200418057,"Hamilton County, IN",3.4
18059,200418059,"Hancock County, IN",4
18061,200418061,"Harrison County, IN",5.5
18063,200418063,"Hendricks County, IN",3.9
18065,200418065,"Henry County, IN",7.1
18067,200418067,"Howard County, IN",6.8
18069,200418069,"Huntington County, IN",5.5
18071,200418071,"Jackson County, IN",4.7
18073,200418073,"Jasper County, IN",5.8
18075,200418075,"Jay County, IN",5.7
18077,200418077,"Jefferson County, IN",4.8
18079,200418079,"Jennings County, IN",6
18081,200418081,"Johnson County, IN",4.3
18083,200418083,"Knox County, IN",4.7
18085,200418085,"Kosciusko County, IN",4.2
18087,200418087,"LaGrange County, IN",4.3
18089,200418089,"Lake County, IN",6.4
18091,200418091,"LaPorte County, IN",6.2
18093,200418093,"Lawrence County, IN",7.1
18095,200418095,"Madison County, IN",6.1
18097,200418097,"Marion County, IN",5.5
18099,200418099,"Marshall County, IN",5.2
18101,200418101,"Martin County, IN",5.4
18103,200418103,"Miami County, IN",6.7
18105,200418105,"Monroe County, IN",4.4
18107,200418107,"Montgomery County, IN",4.4
18109,200418109,"Morgan County, IN",4.7
18111,200418111,"Newton County, IN",5.1
18113,200418113,"Noble County, IN",5.9
18115,200418115,"Ohio County, IN",5.5
18117,200418117,"Orange County, IN",7.5
18119,200418119,"Owen County, IN",5.4
18121,200418121,"Parke County, IN",6.3
18123,200418123,"Perry County, IN",5.5
18125,200418125,"Pike County, IN",5.5
18127,200418127,"Porter County, IN",4.9
18129,200418129,"Posey County, IN",4.5
18131,200418131,"Pulaski County, IN",5.3
18133,200418133,"Putnam County, IN",5.6
18135,200418135,"Randolph County, IN",7
18137,200418137,"Ripley County, IN",5.1
18139,200418139,"Rush County, IN",4.9
18141,200418141,"St. Joseph County, IN",5.2
18143,200418143,"Scott County, IN",5.8
18145,200418145,"Shelby County, IN",4.9
18147,200418147,"Spencer County, IN",5.3
18149,200418149,"Starke County, IN",7
18151,200418151,"Steuben County, IN",5.9
18153,200418153,"Sullivan County, IN",7.5
18155,200418155,"Switzerland County, IN",4.6
18157,200418157,"Tippecanoe County, IN",4.8
18159,200418159,"Tipton County, IN",5.2
18161,200418161,"Union County, IN",5.5
18163,200418163,"Vanderburgh County, IN",5
18165,200418165,"Vermillion County, IN",8.2
18167,200418167,"Vigo County, IN",7.3
18169,200418169,"Wabash County, IN",6.3
18171,200418171,"Warren County, IN",4.6
18173,200418173,"Warrick County, IN",4.4
18175,200418175,"Washington County, IN",6.5
18177,200418177,"Wayne County, IN",7.1
18179,200418179,"Wells County, IN",5
18181,200418181,"White County, IN",6.6
